,FlightDate,Carrier,Origin,Dest,Distance,DistanceGroup
7015,2017-09-04,DL,LAX,MSP,1535.0,7
12069,2017-09-26,EV,BTR,ATL,448.0,2
6414,2017-09-29,WN,TUL,HOU,453.0,2
1418,2017-09-26,DL,MEM,LAX,1619.0,7
8619,2017-09-25,OO,DEN,DRO,250.0,2
16435,2017-09-28,WN,BOS,BNA,942.0,4
17192,2017-09-25,WN,TPA,BUF,1053.0,5
3765,2017-09-23,DL,DTW,DEN,1123.0,5
11228,2017-09-24,HA,KOA,HNL,163.0,1
12396,2017-09-01,DL,BOS,CVG,752.0,4
12517,2017-09-23,OO,MSP,EWR,1008.0,5
19737,2017-09-18,UA,SNA,EWR,2434.0,10
10330,2017-09-11,AS,SLC,SEA,689.0,3
13804,2017-09-16,WN,DEN,SAN,853.0,4
1544,2017-09-20,WN,AUS,LAS,1090.0,5
15290,2017-09-17,WN,ATL,BOS,946.0,4
3100,2017-09-08,AA,SFO,DFW,1464.0,6
19028,2017-09-05,UA,EWR,RSW,1068.0,5
8760,2017-09-16,B6,LGA,BOS,184.0,1
7893,2017-09-20,WN,SAT,HOU,192.0,1
15888,2017-09-04,AA,STT,CLT,1520.0,7
16655,2017-09-03,B6,JFK,FLL,1069.0,5
16011,2017-09-17,OO,RDD,SFO,199.0,1
8319,2017-09-27,AA,MCO,MIA,192.0,1
7336,2017-09-14,WN,TPA,ATL,406.0,2
16481,2017-09-18,OO,SFO,BUR,326.0,2
419,2017-09-03,WN,MCO,FLL,177.0,1
655,2017-09-24,AA,DFW,IAD,1172.0,5
10105,2017-09-03,DL,GSP,ATL,153.0,1
4952,2017-09-30,AA,SAN,DFW,1171.0,5
8832,2017-09-30,UA,EWR,DFW,1372.0,6
16725,2017-09-26,WN,BWI,LAS,2106.0,9
6396,2017-09-06,B6,BOS,LGA,184.0,1
10781,2017-09-03,AA,MCO,CLT,468.0,2
13967,2017-09-29,DL,ATL,ORD,606.0,3
1799,2017-09-17,UA,LAX,SFO,337.0,2
19189,2017-09-13,DL,ATL,DFW,731.0,3
4590,2017-09-17,AA,JAX,CLT,328.0,2
1673,2017-09-08,WN,SMF,LAS,397.0,2
13751,2017-09-05,OO,ORD,ATL,606.0,3
6953,2017-09-14,UA,LGA,DEN,1620.0,7
14863,2017-09-01,DL,PBI,ATL,545.0,3
18106,2017-09-28,UA,SFO,DFW,1464.0,6
13947,2017-09-19,WN,SNA,DEN,846.0,4
4173,2017-09-09,UA,IAH,LAX,1379.0,6
742,2017-09-06,DL,ATL,ORF,516.0,3
7625,2017-09-30,DL,IAD,ATL,534.0,3
1005,2017-09-19,AA,DCA,ORD,612.0,3
8973,2017-09-22,AA,IAD,DFW,1172.0,5
17772,2017-09-29,WN,HOU,DCA,1218.0,5
10660,2017-09-06,B6,DCA,JAX,634.0,3
9918,2017-09-10,AA,ORD,DFW,802.0,4
16396,2017-09-06,AA,SEA,ORD,1721.0,7
2043,2017-09-21,DL,ATL,SDF,321.0,2
12480,2017-09-19,B6,TPA,EWR,997.0,4
7509,2017-09-18,NK,DTW,ATL,594.0,3
18485,2017-09-17,OO,DLH,MSP,144.0,1
5237,2017-09-12,AA,BOI,DFW,1272.0,6
12722,2017-09-17,DL,DTW,BDL,549.0,3
9515,2017-09-09,OO,SEA,BOI,399.0,2
236,2017-09-08,AA,DFW,CLT,936.0,4
15065,2017-09-07,WN,MKE,DEN,896.0,4
3821,2017-09-21,DL,CMH,MSP,626.0,3
2431,2017-09-11,UA,EWR,DEN,1605.0,7
15000,2017-09-04,AA,LGA,DFW,1389.0,6
13345,2017-09-09,NK,ACY,MYR,466.0,2
18348,2017-09-08,B6,RDU,BOS,612.0,3
13724,2017-09-13,WN,MCO,ISP,971.0,4
7490,2017-09-20,WN,BNA,BWI,587.0,3
6142,2017-09-17,WN,SMF,SLC,532.0,3
17945,2017-09-15,DL,SLC,LAS,368.0,2
10449,2017-09-11,EV,IAH,AEX,190.0,1
10668,2017-09-21,OO,DFW,MSP,852.0,4
6722,2017-09-07,EV,IAH,CRP,201.0,1
1670,2017-09-01,DL,MSY,ATL,425.0,2
6782,2017-09-02,WN,HOU,CHS,928.0,4
11328,2017-09-23,AA,AUS,CLT,1032.0,5
11841,2017-09-13,F9,DEN,PHL,1558.0,7
8755,2017-09-08,WN,SJU,TPA,1237.0,5
2672,2017-09-13,NK,MCO,ACY,852.0,4
17735,2017-09-28,DL,ANC,MSP,2519.0,11
10035,2017-09-22,DL,MSN,DTW,311.0,2
6578,2017-09-30,DL,MSY,ATL,425.0,2
4861,2017-09-09,OO,LWS,SLC,461.0,2
12969,2017-09-24,B6,BOS,MSY,1368.0,6
9127,2017-09-02,WN,MCI,MDW,405.0,2
196,2017-09-18,DL,BUF,DTW,241.0,1
3272,2017-09-10,WN,SJU,MCO,1189.0,5
11935,2017-09-24,WN,MDW,BOS,861.0,4
6242,2017-09-29,AA,TPA,CLT,507.0,3
7122,2017-09-23,WN,EWR,MDW,711.0,3
628,2017-09-01,UA,DEN,CID,692.0,3
2255,2017-09-29,B6,BTV,JFK,266.0,2
8015,2017-09-10,AA,MIA,RDU,700.0,3
531,2017-09-28,DL,LGA,ATL,762.0,4
11792,2017-09-05,WN,AUS,DEN,775.0,4
7983,2017-09-06,OO,LGB,SLC,588.0,3
13792,2017-09-14,DL,ATL,BHM,134.0,1
6729,2017-09-09,WN,BUR,OAK,325.0,2
10153,2017-09-21,OO,DEN,ASE,125.0,1
13964,2017-09-04,OO,COU,DEN,670.0,3
11864,2017-09-13,AS,ANC,SEA,1448.0,6
19736,2017-09-10,DL,ATL,SRQ,444.0,2
19550,2017-09-14,F9,ORD,PHX,1440.0,6
2990,2017-09-16,OO,SAN,AUS,1164.0,5
974,2017-09-04,AA,CLT,BWI,361.0,2
7507,2017-09-01,AA,LAS,DFW,1055.0,5
1728,2017-09-16,UA,ORD,SEA,1721.0,7
17982,2017-09-09,B6,JFK,JAX,828.0,4
7428,2017-09-22,WN,HOU,DCA,1218.0,5
6250,2017-09-21,AA,DFW,MSY,447.0,2
663,2017-09-01,OO,SLC,CDC,221.0,1
4427,2017-09-29,DL,SLC,DTW,1481.0,6
17885,2017-09-24,UA,IND,SFO,1943.0,8
1094,2017-09-14,WN,HOU,ECP,571.0,3
9045,2017-09-28,HA,KOA,HNL,163.0,1
19319,2017-09-14,VX,SFO,BOS,2704.0,11
4494,2017-09-19,WN,ELP,SAT,496.0,2
19052,2017-09-04,AA,MIA,LGA,1096.0,5
19735,2017-09-16,WN,PNS,BNA,391.0,2
929,2017-09-03,WN,MKE,LAS,1524.0,7
13504,2017-09-29,DL,SLC,ABQ,493.0,2
9552,2017-09-25,DL,SLC,DEN,391.0,2
16593,2017-09-07,AA,MSP,PHL,980.0,4
499,2017-09-29,AA,DCA,LAS,2089.0,9
10180,2017-09-24,OO,DTW,MBS,98.0,1
13280,2017-09-21,HA,OGG,HNL,100.0,1
5137,2017-09-19,UA,MCI,ORD,403.0,2
2076,2017-09-01,UA,SEA,ORD,1721.0,7
10786,2017-09-19,WN,LGA,MDW,725.0,3
6131,2017-09-08,OO,DEN,LAX,862.0,4
5318,2017-09-14,AA,DFW,DCA,1192.0,5
16339,2017-09-15,WN,HOU,DEN,883.0,4
11108,2017-09-13,AA,ORD,STL,258.0,2
2243,2017-09-28,F9,ORD,LAS,1514.0,7
19969,2017-09-06,AA,BOI,DFW,1272.0,6
15127,2017-09-19,DL,ATL,MCO,404.0,2
15934,2017-09-21,B6,RSW,JFK,1074.0,5
3697,2017-09-25,AA,LAX,MSP,1535.0,7
16741,2017-09-11,VX,PHL,LAX,2402.0,10
9410,2017-09-12,WN,BWI,PVD,327.0,2
10730,2017-09-25,DL,MSP,FLL,1487.0,6
16681,2017-09-26,OO,CVG,ORD,264.0,2
18422,2017-09-11,WN,FLL,TPA,197.0,1
6235,2017-09-06,DL,JFK,SLC,1990.0,8
7445,2017-09-15,OO,DCA,ORD,612.0,3
10763,2017-09-28,AA,ORD,PHX,1440.0,6
6106,2017-09-08,AA,MIA,SFO,2585.0,11
18486,2017-09-17,WN,BNA,MCI,491.0,2
3144,2017-09-15,AS,SJC,PDX,569.0,3
17162,2017-09-24,WN,LAS,SNA,226.0,1
2718,2017-09-16,DL,MCO,ATL,404.0,2
17478,2017-09-22,WN,SNA,SMF,404.0,2
14844,2017-09-28,WN,SAT,BWI,1407.0,6
18666,2017-09-18,WN,EWR,FLL,1065.0,5
10149,2017-09-04,AA,CMH,DFW,926.0,4
16445,2017-09-24,DL,MSP,PHL,980.0,4
17836,2017-09-19,OO,SLC,PSC,521.0,3
16921,2017-09-22,OO,SLC,LAX,590.0,3
7626,2017-09-29,WN,MHT,BWI,377.0,2
9808,2017-09-24,AA,CLT,PBI,590.0,3
11652,2017-09-02,AA,DFW,MSY,447.0,2
12356,2017-09-23,DL,CRW,ATL,363.0,2
4788,2017-09-27,WN,DEN,MCO,1546.0,7
7268,2017-09-19,DL,MSP,FAR,223.0,1
1470,2017-09-28,DL,SEA,MCO,2554.0,11
6512,2017-09-24,OO,MSP,LAN,455.0,2
430,2017-09-03,WN,PHX,LAX,370.0,2
10095,2017-09-22,UA,EWR,SFO,2565.0,11
8065,2017-09-04,NK,FLL,PHL,992.0,4
1579,2017-09-20,OO,DEN,LIT,771.0,4
7426,2017-09-12,B6,BOS,EWR,200.0,1
285,2017-09-28,AA,PHL,MIA,1013.0,5
17271,2017-09-18,AA,RDU,CLT,130.0,1
15031,2017-09-02,OO,BHM,ORD,584.0,3
15651,2017-09-07,WN,BNA,LAS,1587.0,7
1986,2017-09-24,WN,BNA,MCI,491.0,2
13064,2017-09-18,DL,SLC,LAS,368.0,2
13573,2017-09-04,NK,BWI,LAS,2106.0,9
14558,2017-09-21,VX,PDX,SFO,550.0,3
16238,2017-09-28,WN,PHX,SFO,651.0,3
1617,2017-09-13,OO,SEA,BOI,399.0,2
17010,2017-09-02,OO,BTR,ATL,448.0,2
10602,2017-09-29,WN,RDU,DEN,1436.0,6
9744,2017-09-05,AA,PDX,DFW,1616.0,7
6480,2017-09-19,AA,SJU,MIA,1045.0,5
16268,2017-09-29,WN,DAL,TPA,917.0,4
11522,2017-09-21,WN,ATL,IAD,534.0,3
16046,2017-09-01,AA,MIA,PHL,1013.0,5
13480,2017-09-09,DL,ORD,ATL,606.0,3
10339,2017-09-07,OO,PSP,SLC,541.0,3
2648,2017-09-30,DL,ATL,SEA,2182.0,9
8308,2017-09-08,WN,SMF,ONT,390.0,2
2364,2017-09-07,AA,RIC,CLT,257.0,2
9859,2017-09-01,WN,DEN,AUS,775.0,4
5597,2017-09-27,HA,HNL,OAK,2409.0,10
1978,2017-09-10,UA,IAH,DCA,1208.0,5
19667,2017-09-05,DL,JFK,SLC,1990.0,8
961,2017-09-14,DL,JFK,MSP,1029.0,5
14386,2017-09-20,AA,DCA,ORD,612.0,3
10844,2017-09-23,DL,MDW,ATL,591.0,3
3284,2017-09-09,AS,SEA,GEG,224.0,1
13757,2017-09-08,DL,ATL,IND,432.0,2
841,2017-09-17,WN,DEN,LAX,862.0,4
1750,2017-09-26,OO,MSP,BNA,695.0,3
12234,2017-09-03,DL,FLL,DTW,1127.0,5
1422,2017-09-30,DL,SLC,SEA,689.0,3
12297,2017-09-30,DL,LAS,ATL,1747.0,7
19018,2017-09-12,WN,SNA,OAK,371.0,2
17868,2017-09-10,WN,OMA,DAL,585.0,3
19130,2017-09-11,WN,HRL,HOU,277.0,2
2190,2017-09-25,EV,TYS,ATL,152.0,1
4508,2017-09-15,DL,DTW,MSN,311.0,2
19939,2017-09-12,WN,IAD,DEN,1452.0,6
14149,2017-09-26,AA,MIA,BOS,1258.0,6
16045,2017-09-21,WN,LAS,MCI,1139.0,5
9665,2017-09-30,UA,GRR,ORD,137.0,1
14090,2017-09-21,WN,BWI,BUF,281.0,2
6086,2017-09-11,WN,PIT,MCO,834.0,4
6695,2017-09-20,AA,DCA,DFW,1192.0,5
15172,2017-09-07,NK,DEN,DTW,1123.0,5
5149,2017-09-17,WN,BNA,RDU,442.0,2
1574,2017-09-25,EV,CLE,LGA,419.0,2
19473,2017-09-05,WN,OAK,LAX,337.0,2
15115,2017-09-24,UA,IAH,EWR,1400.0,6
6667,2017-09-29,HA,OGG,HNL,100.0,1
2120,2017-09-05,UA,CLE,DEN,1201.0,5
15773,2017-09-13,WN,DAL,MEM,423.0,2
2291,2017-09-30,B6,DCA,MCO,759.0,4
11198,2017-09-18,B6,CHS,BOS,818.0,4
16266,2017-09-13,DL,MSY,DTW,926.0,4
7110,2017-09-04,WN,DEN,LAS,628.0,3
17000,2017-09-06,AS,SEA,SFO,679.0,3
8685,2017-09-12,DL,PDX,LAX,834.0,4
18950,2017-09-11,OO,TVC,MSP,376.0,2
3644,2017-09-11,WN,ELP,AUS,528.0,3
7013,2017-09-22,WN,PHX,BUR,369.0,2
1534,2017-09-21,DL,SJC,ATL,2116.0,9
5626,2017-09-01,DL,BZN,SLC,347.0,2
7794,2017-09-26,OO,ORD,MKE,67.0,1
16735,2017-09-22,OO,RDD,SFO,199.0,1
506,2017-09-23,DL,DAL,ATL,721.0,3
11822,2017-09-26,WN,ABQ,DAL,580.0,3
11729,2017-09-24,EV,DTW,RIC,456.0,2
9154,2017-09-22,WN,TPA,DAL,917.0,4
13027,2017-09-04,DL,LGA,FLL,1076.0,5
12267,2017-09-24,AA,SNA,DFW,1205.0,5
3572,2017-09-05,UA,LAX,SFO,337.0,2
16978,2017-09-22,EV,CAK,ORD,343.0,2
2952,2017-09-23,DL,CVG,LAX,1900.0,8
3705,2017-09-09,UA,BWI,ORD,622.0,3
19014,2017-09-24,DL,GRR,ATL,640.0,3
2163,2017-09-03,OO,ORD,SBN,84.0,1
583,2017-09-20,WN,BNA,LAS,1587.0,7
6581,2017-09-21,DL,JFK,SAN,2446.0,10
9129,2017-09-11,WN,ATL,IAD,534.0,3
12449,2017-09-21,WN,STL,BWI,738.0,3
8375,2017-09-26,AA,PIT,DFW,1067.0,5
17856,2017-09-02,WN,ORF,BWI,159.0,1
9114,2017-09-16,NK,IAH,FLL,966.0,4
17252,2017-09-24,OO,ORD,SPI,174.0,1
18681,2017-09-01,UA,SFO,DEN,967.0,4
10397,2017-09-10,B6,MSY,JFK,1182.0,5
4065,2017-09-27,NK,EWR,FLL,1065.0,5
14454,2017-09-16,DL,MSP,MSN,228.0,1
7219,2017-09-17,WN,MDW,EWR,711.0,3
14116,2017-09-25,B6,HPN,MCO,972.0,4
3431,2017-09-23,WN,LAS,SAN,258.0,2
4585,2017-09-19,WN,RIC,ATL,481.0,2
13126,2017-09-18,WN,BUR,SMF,358.0,2
13263,2017-09-04,AA,ORD,STL,258.0,2
3794,2017-09-29,AA,CLT,BDL,644.0,3
14341,2017-09-15,OO,IAH,ICT,542.0,3
4500,2017-09-05,OO,GJT,DEN,212.0,1
686,2017-09-29,DL,MSP,FSD,196.0,1
9790,2017-09-28,OO,ORD,CVG,264.0,2
13690,2017-09-28,DL,MHT,ATL,952.0,4
19286,2017-09-04,UA,IAH,LGA,1416.0,6
18240,2017-09-20,HA,HNL,OGG,100.0,1
13809,2017-09-20,AA,DFW,TPA,929.0,4
6161,2017-09-11,WN,CMH,BWI,337.0,2
12028,2017-09-07,AS,SEA,BUR,937.0,4
16912,2017-09-18,OO,ERI,DTW,164.0,1
940,2017-09-24,AA,LGA,DFW,1389.0,6
1179,2017-09-17,WN,RDU,DEN,1436.0,6
8370,2017-09-04,WN,AUS,LBB,341.0,2
17642,2017-09-24,AA,LAX,MIA,2342.0,10
5112,2017-09-21,AA,MEM,CLT,511.0,3
1983,2017-09-05,F9,SAT,DEN,794.0,4
11918,2017-09-15,WN,BNA,PHX,1449.0,6
5919,2017-09-17,WN,SEA,OAK,672.0,3
10130,2017-09-17,DL,ATL,RDU,356.0,2
1858,2017-09-07,WN,MKE,DAL,850.0,4
16178,2017-09-18,F9,COS,ORD,911.0,4
10472,2017-09-07,WN,STL,DCA,719.0,3
9335,2017-09-28,EV,IAH,BTR,253.0,2
7146,2017-09-29,AA,CLT,ORF,290.0,2
8398,2017-09-17,WN,MDW,BOS,861.0,4
11472,2017-09-21,AS,PDX,SLC,630.0,3
7532,2017-09-01,EV,DFW,VPS,641.0,3
9493,2017-09-25,OO,SEA,GEG,224.0,1
12092,2017-09-04,AA,DEN,DFW,641.0,3
10824,2017-09-29,AA,LGA,MIA,1096.0,5
2310,2017-09-25,AA,EWR,CLT,529.0,3
10709,2017-09-02,DL,SLC,MCO,1931.0,8
1453,2017-09-13,WN,MDW,CVG,249.0,1
3224,2017-09-16,WN,LAS,SMF,397.0,2
16106,2017-09-28,AS,JNU,SIT,95.0,1
16917,2017-09-17,WN,STL,OMA,342.0,2
5216,2017-09-18,OO,DAY,DTW,166.0,1
6643,2017-09-23,WN,BWI,MCI,967.0,4
13704,2017-09-23,EV,EWR,PVD,160.0,1
7892,2017-09-06,B6,PVD,FLL,1188.0,5
7467,2017-09-05,AA,IAH,MIA,964.0,4
13402,2017-09-03,AA,PHX,SLC,507.0,3
18752,2017-09-10,F9,MCO,CMH,802.0,4
3097,2017-09-10,UA,SFO,ORD,1846.0,8
4533,2017-09-08,WN,SAN,SFO,447.0,2
16485,2017-09-01,OO,DEN,ASE,125.0,1
1894,2017-09-09,DL,DTW,BOS,632.0,3
17135,2017-09-07,UA,MCO,IAD,758.0,4
18364,2017-09-12,OO,SEA,SJC,696.0,3
14049,2017-09-22,WN,PHX,BNA,1449.0,6
4289,2017-09-29,DL,RDU,MSP,980.0,4
1572,2017-09-30,WN,DAL,LGA,1381.0,6
4911,2017-09-11,AA,SAT,DFW,247.0,1
6360,2017-09-18,UA,EWR,IAH,1400.0,6
10755,2017-09-19,AA,STL,ORD,258.0,2
3637,2017-09-03,OO,ORD,FWA,157.0,1
9833,2017-09-11,AA,SEA,DFW,1660.0,7
14490,2017-09-24,AA,CLT,PHX,1773.0,8
14108,2017-09-01,DL,ATL,MCO,404.0,2
18532,2017-09-18,AA,PHL,PHX,2075.0,9
14295,2017-09-28,EV,HPN,ORD,738.0,3
7703,2017-09-30,WN,PHX,DEN,602.0,3
5390,2017-09-09,WN,LAS,SJC,386.0,2
988,2017-09-21,WN,SMF,PHX,647.0,3
16248,2017-09-29,AA,TPA,MIA,204.0,1
4626,2017-09-10,NK,MCO,PHL,861.0,4
9455,2017-09-28,WN,DAL,MEM,423.0,2
7692,2017-09-25,DL,MSY,ATL,425.0,2
3498,2017-09-02,WN,MAF,DAL,319.0,2
5447,2017-09-12,DL,MSP,ORD,334.0,2
5129,2017-09-21,DL,MCO,LAX,2218.0,9
11558,2017-09-26,HA,HNL,KOA,163.0,1
16013,2017-09-01,AS,PDX,SFO,550.0,3
1707,2017-09-29,WN,DAL,PHX,879.0,4
1231,2017-09-14,UA,DEN,SAN,853.0,4
15517,2017-09-24,OO,MEI,PIB,69.0,1
8074,2017-09-11,B6,RDU,BOS,612.0,3
7971,2017-09-03,WN,IND,LAX,1814.0,8
9795,2017-09-23,B6,BWI,BOS,369.0,2
9950,2017-09-09,UA,BOS,LAX,2611.0,11
19515,2017-09-17,OO,SBN,DTW,157.0,1
15377,2017-09-15,NK,CAK,MYR,518.0,3
6893,2017-09-30,AA,ORD,LGA,733.0,3
16721,2017-09-24,AA,LAX,MCO,2218.0,9
5900,2017-09-14,OO,ORD,BNA,409.0,2
19223,2017-09-06,DL,ATL,TPA,406.0,2
7932,2017-09-15,UA,SFO,SAN,447.0,2
9871,2017-09-05,OO,MHT,ORD,843.0,4
18587,2017-09-22,AA,ORD,LAX,1744.0,7
1227,2017-09-18,AA,PHX,STL,1262.0,6
18868,2017-09-30,OO,ORD,BIS,716.0,3
1302,2017-09-29,NK,CLE,DFW,1021.0,5
3411,2017-09-07,NK,EWR,FLL,1065.0,5
18898,2017-09-17,B6,JFK,PWM,273.0,2
8114,2017-09-09,NK,BWI,DTW,409.0,2
588,2017-09-26,WN,EWR,FLL,1065.0,5
18756,2017-09-14,OO,ELP,DEN,563.0,3
3306,2017-09-30,AA,CLT,ORD,599.0,3
6983,2017-09-28,B6,LGA,PBI,1035.0,5
19874,2017-09-07,OO,MSP,OKC,694.0,3
5110,2017-09-20,DL,LIT,ATL,453.0,2
16909,2017-09-26,DL,ATL,GPT,352.0,2
12555,2017-09-11,UA,ORD,HNL,4243.0,11
11249,2017-09-06,AA,RIC,CLT,257.0,2
13716,2017-09-15,WN,LAS,MDW,1521.0,7
12726,2017-09-04,WN,BNA,SAT,822.0,4
7159,2017-09-02,DL,TPA,MSP,1306.0,6
18910,2017-09-13,DL,DTW,TPA,983.0,4
2412,2017-09-23,UA,EWR,FLL,1065.0,5
5505,2017-09-22,F9,CLT,DEN,1337.0,6
2013,2017-09-19,AA,ILM,CLT,185.0,1
12032,2017-09-27,B6,LGB,OAK,353.0,2
3405,2017-09-30,OO,GEG,SLC,546.0,3
4513,2017-09-13,AS,SLC,SEA,689.0,3
4361,2017-09-08,EV,RDU,LGA,431.0,2
18239,2017-09-23,DL,MSP,MSN,228.0,1
4818,2017-09-19,WN,LGA,STL,888.0,4
5509,2017-09-10,OO,MSP,INL,255.0,2
1969,2017-09-27,B6,MCO,JFK,944.0,4
5115,2017-09-29,UA,IAH,IAD,1190.0,5
4715,2017-09-17,AA,CLT,MCO,468.0,2
13984,2017-09-24,WN,BOS,BNA,942.0,4
10051,2017-09-17,WN,LAS,SLC,368.0,2
13635,2017-09-21,OO,LWS,SLC,461.0,2
14136,2017-09-07,WN,MCI,LAX,1363.0,6
17919,2017-09-28,AA,TPA,DFW,929.0,4
7907,2017-09-22,EV,MAF,IAH,429.0,2
149,2017-09-09,AA,PIT,DFW,1067.0,5
3327,2017-09-20,WN,HOU,BNA,670.0,3
15614,2017-09-09,WN,MDW,BOS,861.0,4
14888,2017-09-16,EV,CLL,IAH,74.0,1
8782,2017-09-26,AS,FAI,ANC,261.0,2
5933,2017-09-11,DL,MIA,LGA,1096.0,5
1063,2017-09-01,AA,PVD,CLT,683.0,3
10975,2017-09-08,OO,CHO,ORD,566.0,3
1812,2017-09-25,EV,SJT,DFW,229.0,1
10674,2017-09-10,UA,DEN,PHX,602.0,3
10393,2017-09-29,DL,DTW,ATL,594.0,3
15391,2017-09-26,WN,DAL,SAT,248.0,1
9433,2017-09-14,WN,BUR,DEN,850.0,4
14347,2017-09-19,AS,LIH,OAK,2457.0,10
1766,2017-09-10,WN,PHX,EWR,2133.0,9
6895,2017-09-29,WN,SLC,DEN,391.0,2
18171,2017-09-11,WN,ABQ,PHX,328.0,2
1171,2017-09-01,WN,ATL,STL,484.0,2
17020,2017-09-30,WN,STL,HOU,687.0,3
5732,2017-09-26,WN,LAX,SLC,590.0,3
18576,2017-09-18,OO,CID,MSP,220.0,1
4565,2017-09-07,WN,AUS,SJC,1476.0,6
5696,2017-09-21,AS,BET,ANC,399.0,2
16713,2017-09-19,DL,LGA,PBI,1035.0,5
1451,2017-09-22,UA,SFO,SEA,679.0,3
3250,2017-09-10,UA,ORD,EWR,719.0,3
5741,2017-09-17,UA,TPA,IAD,811.0,4
16557,2017-09-01,WN,OMA,MDW,423.0,2
17963,2017-09-12,DL,DTW,LAS,1749.0,7
15743,2017-09-10,WN,ONT,SJC,333.0,2
3175,2017-09-22,DL,ATL,SFO,2139.0,9
14748,2017-09-17,WN,HOU,DAL,239.0,1
191,2017-09-25,EV,MSN,EWR,799.0,4
10801,2017-09-26,NK,ORD,BWI,622.0,3
19284,2017-09-05,WN,MSY,BWI,998.0,4
19833,2017-09-12,WN,MDW,FNT,221.0,1
2760,2017-09-15,EV,IAH,LRD,301.0,2
2081,2017-09-16,WN,HOU,DAL,239.0,1
19404,2017-09-29,EV,RIC,MSP,970.0,4
9511,2017-09-14,AS,JNU,SIT,95.0,1
5101,2017-09-28,AA,DFW,SEA,1660.0,7
9034,2017-09-21,OO,SBN,ATL,566.0,3
6125,2017-09-25,AA,AUS,PHX,872.0,4
11743,2017-09-06,DL,ATL,MSP,907.0,4
10933,2017-09-17,WN,LAS,ATL,1747.0,7
1121,2017-09-15,F9,MEM,LAS,1416.0,6
9155,2017-09-01,WN,DAL,HOU,239.0,1
1963,2017-09-20,AA,DFW,RIC,1158.0,5
8793,2017-09-30,DL,SEA,OGG,2640.0,11
4895,2017-09-20,AS,OAK,SEA,672.0,3
9848,2017-09-23,AA,DFW,MCO,985.0,4
4966,2017-09-02,DL,OKC,ATL,761.0,4
19775,2017-09-23,WN,LAS,STL,1371.0,6
9027,2017-09-16,DL,MIA,LGA,1096.0,5
1776,2017-09-18,EV,AVL,ATL,164.0,1
5738,2017-09-05,DL,CVG,ATL,373.0,2
13201,2017-09-18,AA,SFO,CLT,2296.0,10
13182,2017-09-25,WN,FLL,HOU,957.0,4
9702,2017-09-17,DL,ELP,ATL,1282.0,6
3965,2017-09-20,WN,PIT,TPA,873.0,4
7246,2017-09-29,AA,DFW,DCA,1192.0,5
7230,2017-09-08,EV,AVL,ATL,164.0,1
1964,2017-09-27,DL,ATL,STL,484.0,2
671,2017-09-17,UA,SAT,IAH,191.0,1
1133,2017-09-12,AA,LAX,ORD,1744.0,7
1118,2017-09-22,DL,LGA,PBI,1035.0,5
1245,2017-09-08,AS,SAN,SEA,1050.0,5
19454,2017-09-21,DL,CVG,ATL,373.0,2
17091,2017-09-04,VX,SFO,LAS,414.0,2
10793,2017-09-19,EV,DFW,MHK,431.0,2
17558,2017-09-19,EV,EWR,SBN,637.0,3
13055,2017-09-07,UA,EWR,DFW,1372.0,6
11234,2017-09-07,WN,BWI,PVD,327.0,2
1437,2017-09-17,DL,LGA,MCO,950.0,4
19260,2017-09-12,DL,TPA,ATL,406.0,2
5091,2017-09-17,AS,JNU,ANC,571.0,3
18893,2017-09-11,AA,DFW,RDU,1061.0,5
15680,2017-09-09,OO,MSP,CLE,622.0,3
12137,2017-09-29,WN,SJC,BUR,296.0,2
6800,2017-09-30,AA,DFW,BOS,1562.0,7
15398,2017-09-03,B6,MCO,BWI,787.0,4
16314,2017-09-14,OO,DEN,RKS,260.0,2
2220,2017-09-12,WN,MDW,MCO,990.0,4
16182,2017-09-27,DL,LGA,MIA,1096.0,5
13328,2017-09-17,EV,ATL,FSM,579.0,3
13382,2017-09-13,UA,SEA,IAH,1874.0,8
4224,2017-09-03,OO,ATL,LFT,503.0,3
11711,2017-09-09,B6,SJU,STT,68.0,1
16821,2017-09-05,UA,PDX,ORD,1739.0,7
3428,2017-09-14,DL,CRW,ATL,363.0,2
3243,2017-09-28,AA,DFW,MSY,447.0,2
8525,2017-09-07,AA,LAX,DFW,1235.0,5
11812,2017-09-12,DL,PBI,LGA,1035.0,5
136,2017-09-20,EV,SYR,LGA,198.0,1
11368,2017-09-15,AA,ATL,CLT,226.0,1
6036,2017-09-17,DL,ATL,SDF,321.0,2
1722,2017-09-08,OO,MSP,DLH,144.0,1
11055,2017-09-09,NK,IAH,EWR,1400.0,6
8723,2017-09-20,OO,PIH,SLC,150.0,1
15486,2017-09-13,UA,SFO,DEN,967.0,4
10980,2017-09-15,OO,COD,SLC,298.0,2
7982,2017-09-01,AA,ELP,DFW,551.0,3
16212,2017-09-11,EV,ATL,AVL,164.0,1
3468,2017-09-28,OO,DEN,OKC,495.0,2
11967,2017-09-16,OO,LAR,DEN,113.0,1
6478,2017-09-15,EV,SDF,EWR,642.0,3
1173,2017-09-06,EV,LGA,RDU,431.0,2
14175,2017-09-23,OO,SLC,IAH,1195.0,5
847,2017-09-07,OO,DTW,AVP,399.0,2
1020,2017-09-30,DL,ATL,JAX,270.0,2
14190,2017-09-12,AA,LAX,ORD,1744.0,7
19393,2017-09-08,OO,CLE,MSP,622.0,3
8796,2017-09-03,NK,LAX,FLL,2343.0,10
